id,inventory_number,collection_name,inventory_name,inventory_id,inventory_uuid,inventory_extra,image_uuid,image_iiif
78f6eaae-0770-51b4-8896-782121bd29f2,NL-HaNA_4.TOPO_15.072,4.TOPO,,15.072,,,,https://service.archief.nl/iipsrv?IIIF=/63/72/df/57/a9/3b/47/22/85/b7/aa/1b/35/0f/da/97/3ee1cdd2-b41d-462d-86eb-f1c4ff0745f3.jp2/full/full/0/default.jpg
65817aad-9f06-50de-b55d-ce11ce777443,NL-HaNA_4.TOPO_15.073,4.TOPO,,15.073,,,,https://service.archief.nl/iipsrv?IIIF=/e7/06/97/b2/04/4b/42/dd/90/c6/65/5a/55/bf/83/62/85548375-bb9d-4181-b811-fb06815fe29e.jp2/full/full/0/default.jpg
0ab777bd-359a-5ab7-8ff0-34ae7fb3cc89,NL-HaNA_4.TOPO_15.074_DICHT,4.TOPO,,15.074,,,,https://service.archief.nl/iipsrv?IIIF=/8e/05/5f/1a/de/36/46/1d/ad/70/27/2d/b8/49/11/00/f9610c65-bdcf-4525-8430-e2b1000c3c9a.jp2/full/full/0/default.jpg
27ac2685-9df1-505e-b647-b26ece23e23d,NL-HaNA_4.TOPO_15.074_OPEN,4.TOPO,,15.074,,,,https://service.archief.nl/iipsrv?IIIF=/8e/05/5f/1a/de/36/46/1d/ad/70/27/2d/b8/49/11/00/ced193cf-af55-4f93-98c7-c37a2e3feac2.jp2/full/full/0/default.jpg
27b6783b-3f56-58f4-a43d-1c08e63f1707,NL-HaNA_4.TOPO_15.080,4.TOPO,,15.08,,,,https://service.archief.nl/iipsrv?IIIF=/4f/f4/12/bb/03/ff/40/0b/bd/65/3d/00/3d/68/91/d6/128ddc83-426e-4104-b62e-b8b57fee62a6.jp2/full/full/0/default.jpg
2cf32e79-5d69-5719-8f4b-1251518cdc04,NL-HaNA_4.TOPO_15.081A,4.TOPO,,15.081A,,,,https://service.archief.nl/iipsrv?IIIF=/07/1e/75/0d/33/fe/45/b5/bf/d6/3b/e2/54/ff/d8/bd/ff3d8f26-cfd4-4f85-8e66-519c1e65a82a.jp2/full/full/0/default.jpg
a2215c27-c0a8-5217-a32b-bc2ca11ad936,NL-HaNA_4.TOPO_15.082,4.TOPO,,15.082,,,,https://service.archief.nl/iipsrv?IIIF=/ec/98/b4/c4/b8/86/4c/a1/91/a5/51/a2/90/b9/cc/89/a40e6024-f12d-47e9-9c91-b3c8ee89bf3a.jp2/full/full/0/default.jpg
63c5c59e-18d6-51bb-aa82-95fac6bb8d96,NL-HaNA_4.TOPO_15.083,4.TOPO,,15.083,,,,https://service.archief.nl/iipsrv?IIIF=/e0/79/47/2c/3e/7f/46/e2/96/e6/c9/d0/83/f8/5e/44/f11e4538-477b-4a31-9a4d-e7eb08b8f0ee.jp2/full/full/0/default.jpg
19ac76b5-8ad6-56fb-b096-a060a8a75616,NL-HaNA_4.TOPO_15.084,4.TOPO,,15.084,,,,https://service.archief.nl/iipsrv?IIIF=/1d/4c/f8/e9/ab/3e/4a/c9/a6/44/e3/30/1a/3e/b5/11/6c8ca525-1a42-4220-8748-ba859d7005bf.jp2/full/full/0/default.jpg
19bd6234-3193-5a1d-932c-5a830d91208a,NL-HaNA_4.TOPO_15.085,4.TOPO,,15.085,,,,https://service.archief.nl/iipsrv?IIIF=/9f/e6/35/e0/57/f4/4f/c0/be/81/ca/d4/06/76/6f/cd/ad7ebded-0366-48c5-a0cb-d9da67cebe3a.jp2/full/full/0/default.jpg
281ff979-cd1b-5c2b-81b9-e3b2a03b7690,NL-HaNA_4.TOPO_15.099C,4.TOPO,,15.099C,,,,https://service.archief.nl/iipsrv?IIIF=/93/c9/93/92/79/28/4b/fb/92/2f/a8/b2/41/db/8f/d9/7b72cc17-7867-4755-a2ce-65c7c497eb19.jp2/full/full/0/default.jpg
789b1bb8-bf96-5c35-a5e7-6779fccbf586,NL-HaNA_4.TOPO_15.104C,4.TOPO,,15.104C,,,,https://service.archief.nl/iipsrv?IIIF=/c3/26/09/88/d3/c9/47/f5/83/6b/d3/53/52/dc/b6/af/41a34297-7eaa-4adf-94f8-b706513da7c6.jp2/full/full/0/default.jpg
7ecdf08c-37af-524c-8052-8125cd496114,NL-HaNA_4.TOPO_15.104D,4.TOPO,,15.104D,,,,https://service.archief.nl/iipsrv?IIIF=/de/e3/b7/11/5f/fd/4c/3f/86/e7/ca/84/85/81/65/98/c7f706db-a8f6-4889-a4a6-0b4a16a7c0ae.jp2/full/full/0/default.jpg
4126a996-6f84-55b2-bbeb-0ad7d37e0a14,NL-HaNA_4.TOPO_15.104E,4.TOPO,,15.104E,,,,https://service.archief.nl/iipsrv?IIIF=/92/58/56/4b/04/04/4d/10/8d/14/90/29/fd/24/64/8d/65ccdb43-2c06-4dde-a8bb-ed1500715a43.jp2/full/full/0/default.jpg
0eff86cd-8735-51b0-ad90-9598c50b8343,NL-HaNA_4.TOPO_15.104F,4.TOPO,,15.104F,,,,https://service.archief.nl/iipsrv?IIIF=/34/cd/0a/bb/71/dd/4f/64/ab/8b/46/35/76/26/ac/20/aece4ba6-c7b4-4120-bca2-97219539dc99.jp2/full/full/0/default.jpg
23cdc605-25ba-51e7-8bf4-f463343d05a2,NL-HaNA_4.TOPO_15.104G,4.TOPO,,15.104G,,,,https://service.archief.nl/iipsrv?IIIF=/a6/e5/26/79/94/73/43/3b/88/42/f0/10/3b/99/d4/ff/0bb1b7fd-a689-46fb-b407-3790fe05dd95.jp2/full/full/0/default.jpg
0c27231a-cd83-5589-b515-1d13f50fe120,NL-HaNA_4.TOPO_15.104H,4.TOPO,,15.104H,,,,https://service.archief.nl/iipsrv?IIIF=/fa/6f/3d/65/dc/c0/43/ce/9d/25/bf/7f/55/4e/7d/0e/ec16626f-0405-4618-9164-47166a2b7340.jp2/full/full/0/default.jpg
c2fff803-02be-55c6-a14a-8ef500120882,NL-HaNA_4.TOPO_15.105B,4.TOPO,,15.105B,,,,https://service.archief.nl/iipsrv?IIIF=/78/ec/af/98/21/b7/47/c8/9c/09/6a/c7/16/05/45/24/4b28c41d-2ca1-4f7a-bcb9-099da82a385e.jp2/full/full/0/default.jpg
f82edfb6-79db-5f6d-a586-461a386dcc1a,NL-HaNA_4.TOPO_15.105C,4.TOPO,,15.105C,,,,https://service.archief.nl/iipsrv?IIIF=/43/8b/ae/51/1b/57/4d/63/84/09/b8/15/ff/cf/02/1a/028d5037-6aef-45e8-9629-d955ab7214f4.jp2/full/full/0/default.jpg
219e7d8b-5eeb-5d88-918d-c6ff71ce9d82,NL-HaNA_4.TOPO_15.105D,4.TOPO,,15.105D,,,,https://service.archief.nl/iipsrv?IIIF=/53/89/4e/0b/ec/2f/4c/1e/95/b6/ad/a0/b6/ee/4c/48/9d84e320-63e8-409c-a097-a8aaa7bbb236.jp2/full/full/0/default.jpg
08fdd980-0bc7-5ec7-8670-885e565e6af6,NL-HaNA_4.TOPO_15.105E,4.TOPO,,15.105E,,,,https://service.archief.nl/iipsrv?IIIF=/ea/34/db/a0/9d/ff/4c/65/86/50/5a/cd/a1/ba/a8/38/fc03dbb7-3f82-4e4a-94e1-781fb6088a75.jp2/full/full/0/default.jpg
01544081-2a31-5728-9f37-a4c64f953787,NL-HaNA_4.TOPO_15.110,4.TOPO,,15.11,,,,https://service.archief.nl/iipsrv?IIIF=/64/8c/15/e3/60/28/4e/6c/99/d9/48/60/a4/ba/95/ae/e48db42c-849d-4e35-9de4-691fc1cfa72f.jp2/full/full/0/default.jpg
f28794b8-cf0a-553b-807f-73cdd0ba9778,NL-HaNA_4.TOPO_15.111,4.TOPO,,15.111,,,,https://service.archief.nl/iipsrv?IIIF=/8c/29/61/8e/9d/cd/4c/c1/a5/bd/39/ff/de/ca/8e/ac/ff6b7b6d-d517-45cd-81ab-d5f8874566e0.jp2/full/full/0/default.jpg
2f1231b0-6472-59a8-9564-ae048d2ef70a,NL-HaNA_4.TOPO_15.114,4.TOPO,,15.114,,,,https://service.archief.nl/iipsrv?IIIF=/13/b8/3a/e7/b5/2e/44/f9/a9/37/45/01/fb/c7/ee/c5/4851ffbb-5b48-4c45-bc65-56704c9f6943.jp2/full/full/0/default.jpg
f5300d0c-a98b-59b3-b63c-384d09cff921,NL-HaNA_4.TOPO_15.114A,4.TOPO,,15.114A,,,,https://service.archief.nl/iipsrv?IIIF=/5e/3e/7c/23/4c/05/4b/21/b5/cf/e3/70/c3/04/b6/97/52f50a55-919a-44ba-93a5-392cbcb6bd6b.jp2/full/full/0/default.jpg
005fc15e-f30e-553a-88bc-e1395f8036b4,NL-HaNA_4.TOPO_15.115,4.TOPO,,15.115,,,,https://service.archief.nl/iipsrv?IIIF=/83/21/5c/13/ce/63/4b/96/9c/04/b5/f1/d7/e8/ad/01/d9ae30a2-0516-4beb-b485-58c44f290729.jp2/full/full/0/default.jpg
323153f0-2e98-5550-a281-5647b29d37bd,NL-HaNA_4.TOPO_15.116,4.TOPO,,15.116,,,,https://service.archief.nl/iipsrv?IIIF=/76/11/f7/e6/f5/50/40/31/b3/ca/41/71/74/cb/11/6e/72a30a26-124a-4cfc-a1c8-b81a04b8b064.jp2/full/full/0/default.jpg
eb447f3e-13d3-5598-8806-be11c9f02963,NL-HaNA_4.TOPO_15.117,4.TOPO,,15.117,,,,https://service.archief.nl/iipsrv?IIIF=/52/77/30/44/ce/61/47/65/aa/f9/35/a3/43/5e/1f/2e/04558069-1797-499d-8cb0-5bd5567d1adb.jp2/full/full/0/default.jpg
9f333d8a-7e76-5947-9998-e7e2ad11ac51,NL-HaNA_4.TOPO_15.118,4.TOPO,,15.118,,,,https://service.archief.nl/iipsrv?IIIF=/33/b0/4f/82/7f/b5/4a/96/90/d5/8c/c4/3c/90/aa/c0/f40e781f-957d-4654-a6b3-18f9ddffc3f3.jp2/full/full/0/default.jpg
1f8d31b4-4cb3-5ca3-b839-276219b90a86,NL-HaNA_4.TOPO_15.119,4.TOPO,,15.119,,,,https://service.archief.nl/iipsrv?IIIF=/e3/71/a2/e9/6d/be/42/56/80/df/f2/69/2e/8a/cf/cd/549409ba-b860-4181-82f4-b9dafddd1d72.jp2/full/full/0/default.jpg
253656ee-6629-5a89-a9f8-e0b826557794,NL-HaNA_4.TOPO_15.120,4.TOPO,,15.12,,,,https://service.archief.nl/iipsrv?IIIF=/80/38/b0/c6/ec/d2/44/14/a1/9c/86/49/be/3d/fa/5f/dc1c176a-55d2-4bed-ae00-fb6b23ad7467.jp2/full/full/0/default.jpg
bf7835f6-9cc8-5168-a308-21efeb3628d0,NL-HaNA_4.TOPO_15.120A,4.TOPO,,15.120A,,,,https://service.archief.nl/iipsrv?IIIF=/83/3a/5b/42/63/42/40/aa/92/b9/b4/39/3f/b5/5c/08/b1aefc26-863c-4447-911a-f2ac2bf9e8fd.jp2/full/full/0/default.jpg
f1c28470-0a47-583d-88e6-6fa7ba310f7b,NL-HaNA_4.TOPO_15.76,4.TOPO,,15.76,,,,https://service.archief.nl/iipsrv?IIIF=/e0/6b/a0/74/73/39/48/47/87/b2/95/24/7e/4d/e4/d2/238bc8a9-7a28-4733-b1a9-cdda5944135c.jp2/full/full/0/default.jpg
6300d788-0bda-5b5a-9c37-f54ea83e83d7,NL-HaNA_4.VEL_0001,4.VEL,,1,,,,https://service.archief.nl/iipsrv?IIIF=/4d/5d/1a/04/dc/0e/41/1f/a7/ca/88/00/a0/f8/2b/89/ab11a5e2-931a-4dc1-866f-8328bd20364f.jp2/full/full/0/default.jpg
679cd62d-fea3-5116-94c0-d44306ba24be,NL-HaNA_4.VEL_0002,4.VEL,,2,,,,https://service.archief.nl/iipsrv?IIIF=/f2/2e/40/24/1a/76/4a/07/85/26/a4/9a/b1/d5/bc/06/f025c100-0fda-47fa-8ec6-4ee85d92c60e.jp2/full/full/0/default.jpg
4b7dfb60-291b-5b3f-a2bf-b83e39581799,NL-HaNA_4.VEL_0003,4.VEL,,3,,,,https://service.archief.nl/iipsrv?IIIF=/ee/50/77/62/30/c0/47/ec/bd/8c/1e/7e/3c/b8/a8/d6/8dadff39-7d0a-4fd4-aae6-a4f6dee215ca.jp2/full/full/0/default.jpg
10274ca8-ec12-5983-9535-7010d27085e0,NL-HaNA_4.VEL_0006,4.VEL,,6,,,,https://service.archief.nl/iipsrv?IIIF=/9e/a0/7a/c4/5d/8b/49/df/a0/c1/ba/5d/ac/a2/79/dd/f6bbdc9f-e4d7-4bc1-8bd6-bdf9ab07efbb.jp2/full/full/0/default.jpg
c9e6ef10-1b62-562b-81d7-ca289c784ba7,NL-HaNA_4.VEL_0006A,4.VEL,,0006A,,,,https://service.archief.nl/iipsrv?IIIF=/d1/40/cf/d4/66/27/41/05/80/df/9a/61/81/e7/34/d4/bd44373d-029f-4e35-bd94-1a49074ca87b.jp2/full/full/0/default.jpg
0f83e8c1-3873-5243-b6da-76fb8cff6e49,NL-HaNA_4.VEL_0008,4.VEL,,8,,,,https://service.archief.nl/iipsrv?IIIF=/1a/ac/2f/7a/ec/67/44/fe/98/91/04/84/82/f6/ae/ca/faf07555-8686-4468-b5c9-e3ced4638bb6.jp2/full/full/0/default.jpg
daf20071-5752-5c7e-b58e-000bb58965ca,NL-HaNA_4.VEL_0094,4.VEL,,94,,,,https://service.archief.nl/iipsrv?IIIF=/35/34/16/13/bd/c4/4b/b3/84/eb/72/a1/a2/aa/4b/ce/fa9fd165-a57a-423d-ba80-350b97a080a9.jp2/full/full/0/default.jpg
4676aca6-7d08-59d6-ab1b-4941b04469ef,NL-HaNA_4.VEL_0095,4.VEL,,95,,,,https://service.archief.nl/iipsrv?IIIF=/a0/99/b8/3d/aa/59/42/59/ac/04/11/9e/71/77/c5/cc/41a7e4ef-4952-494a-97e0-a13e31a22b43.jp2/full/full/0/default.jpg
b1d0584a-ec2b-5679-9638-cec4299171c0,NL-HaNA_4.VEL_0096,4.VEL,,96,,,,https://service.archief.nl/iipsrv?IIIF=/9d/a5/c4/5f/e1/7d/41/21/a7/27/de/9e/4f/e3/4a/77/f855cfac-3de0-4544-96ea-034b60176d8d.jp2/full/full/0/default.jpg
e87ae948-44ed-5785-8df0-ce14cb81cc6a,NL-HaNA_4.VEL_0097,4.VEL,,97,,,,https://service.archief.nl/iipsrv?IIIF=/f3/29/a7/ad/e3/4b/45/b4/a0/48/2a/bf/59/59/87/9c/6084ff29-33d6-4e06-833a-7cdb199a925e.jp2/full/full/0/default.jpg
1c705199-b052-5a6c-a534-3ec9142ea827,NL-HaNA_4.VEL_0098A,4.VEL,,0098A,,,,https://service.archief.nl/iipsrv?IIIF=/5c/86/4c/a9/5f/92/47/39/ba/f0/b4/7e/5a/b8/6d/e5/4c2480b0-9890-4bb2-8068-27789fb31224.jp2/full/full/0/default.jpg
2eacda99-3c01-52d0-9a29-f3e69d3af704,NL-HaNA_4.VEL_0098B,4.VEL,,0098B,,,,https://service.archief.nl/iipsrv?IIIF=/b1/29/b4/ee/ce/76/40/da/a0/14/6c/91/8e/9b/f8/48/820577a5-beed-401e-99ae-8c6e46c9eba6.jp2/full/full/0/default.jpg
e8fe9f15-98ce-5962-9971-fb937c7bad5b,NL-HaNA_4.VEL_0098C,4.VEL,,0098C,,,,https://service.archief.nl/iipsrv?IIIF=/37/03/15/57/b4/4c/41/36/95/af/c3/45/14/54/cd/0d/1c2eb7db-7b3e-4f85-8361-c5bbeed6087b.jp2/full/full/0/default.jpg
f653032c-87c2-5233-bf32-88355bc9de47,NL-HaNA_4.VEL_0099,4.VEL,,99,,,,https://service.archief.nl/iipsrv?IIIF=/65/f7/a7/32/db/ac/4a/df/a4/ad/0a/dd/52/ed/f1/7d/dccb892b-03cb-4b34-bc93-ce55ee09e7e7.jp2/full/full/0/default.jpg
09584e61-fc53-59cf-86bf-cc11dd5a0f1d,NL-HaNA_4.VEL_0100,4.VEL,,100,,,,https://service.archief.nl/iipsrv?IIIF=/9b/dd/d2/05/3d/f5/41/57/a9/0c/aa/38/29/fa/9a/2a/c326d87d-011e-4045-8ea0-158333614c13.jp2/full/full/0/default.jpg
34d0c28b-feb3-5bf7-a193-53cedb276f77,NL-HaNA_4.VEL_0101,4.VEL,,101,,,,https://service.archief.nl/iipsrv?IIIF=/01/02/f8/2f/c2/f6/45/40/b6/9e/60/98/61/5b/32/52/eb166fcf-9384-435d-9839-ce0a0ce280ca.jp2/full/full/0/default.jpg
177ab3a3-a0c3-58e6-a6d0-204bee84078a,NL-HaNA_4.VEL_0102,4.VEL,,102,,,,https://service.archief.nl/iipsrv?IIIF=/74/0b/ef/fa/a0/98/49/2a/b2/d1/0a/b4/f5/b7/25/ee/57481e66-0768-4360-9e6e-3eafdcbecd3b.jp2/full/full/0/default.jpg
f139189f-58ab-5a21-aa74-2001253b8b78,NL-HaNA_4.VEL_0103,4.VEL,,103,,,,https://service.archief.nl/iipsrv?IIIF=/34/bc/7d/ff/ee/8d/4b/b1/81/fd/08/66/d0/d2/42/3c/a6b16bbb-c937-424b-bbd6-bf843740cae2.jp2/full/full/0/default.jpg
eacfdf01-59c8-54e3-8e4d-5b744096e85b,NL-HaNA_4.VEL_0104,4.VEL,,104,,,,https://service.archief.nl/iipsrv?IIIF=/7f/a6/cc/00/e8/b2/43/70/a4/c8/9a/1b/fb/90/f0/48/96540382-0bdd-4219-b04e-d93c45574c24.jp2/full/full/0/default.jpg
3a72c991-a0e4-5d91-aa1a-1d7591a38cc2,NL-HaNA_4.VEL_0104A,4.VEL,,0104A,,,,https://service.archief.nl/iipsrv?IIIF=/51/e0/06/89/34/bb/43/07/87/05/88/ee/ac/02/b7/57/54512d2e-2ca7-4051-a624-4e4719597efc.jp2/full/full/0/default.jpg
e6b97f5e-3497-5df7-b89a-226320eddf39,NL-HaNA_4.VEL_0105,4.VEL,,105,,,,https://service.archief.nl/iipsrv?IIIF=/5a/51/30/22/4b/2d/49/82/b2/33/62/4e/40/7a/29/39/5445d835-22be-4d02-b463-58c05f8a6a2c.jp2/full/full/0/default.jpg
e8abb881-3195-57bb-a061-e47c70252c30,NL-HaNA_4.VEL_0110,4.VEL,,110,,,,https://service.archief.nl/iipsrv?IIIF=/c4/7c/21/44/09/19/43/3c/95/71/f7/cb/25/a9/5e/63/90eca414-7da1-43dd-8c78-a13a9391aaf8.jp2/full/full/0/default.jpg
f8436968-6e48-5301-a3cc-4a9dc8cffa74,NL-HaNA_4.VEL_0112,4.VEL,,112,,,,https://service.archief.nl/iipsrv?IIIF=/03/22/27/a5/fc/56/49/92/9c/56/b5/3a/c3/9f/c6/1d/8268dfd2-5c40-4449-827c-900afa93b929.jp2/full/full/0/default.jpg
55e5e1f5-e62e-516d-a2f6-131080859826,NL-HaNA_4.VEL_0114,4.VEL,,114,,,,https://service.archief.nl/iipsrv?IIIF=/e0/81/4f/e9/8c/30/48/91/8b/69/9e/f9/9a/b6/6e/73/3d98d80d-782c-4799-9235-84eb784abdac.jp2/full/full/0/default.jpg
a5abf77b-fd76-5fd7-b945-56cee809d269,NL-HaNA_4.VEL_0114A,4.VEL,,0114A,,,,https://service.archief.nl/iipsrv?IIIF=/64/62/d7/cd/42/cd/42/8b/9b/60/c4/32/ea/8d/60/d3/8cb58a42-16d5-4bd7-87c8-3634b3005d38.jp2/full/full/0/default.jpg
7dc7d3e1-3707-51c8-85e3-a9015e692854,NL-HaNA_4.VEL_0115,4.VEL,,115,,,,https://service.archief.nl/iipsrv?IIIF=/b8/4d/67/7d/4c/21/44/12/86/52/b2/aa/7f/a1/85/87/6542871b-83d4-4f61-9427-adbc64e86fdf.jp2/full/full/0/default.jpg
32a63b2a-165a-5611-971c-a9a4235fe7de,NL-HaNA_4.VEL_0117,4.VEL,,117,,,,https://service.archief.nl/iipsrv?IIIF=/62/fa/b0/25/c5/5f/4a/34/92/0b/56/a5/18/0a/94/41/dad2fa82-b5cf-4cb9-a3a6-e6275965923b.jp2/full/full/0/default.jpg
2b46eef7-def4-5f3e-9955-80b3ecad278c,NL-HaNA_4.VEL_0117A,4.VEL,,0117A,,,,https://service.archief.nl/iipsrv?IIIF=/4b/5f/28/7e/3c/25/40/19/98/61/a0/ba/d6/a3/e6/5f/b3af9e1b-8585-4d4c-88a7-b52324b49933.jp2/full/full/0/default.jpg
a0738e41-3a71-5e97-92fe-1a2a48a9886a,NL-HaNA_4.VEL_0118,4.VEL,,118,,,,https://service.archief.nl/iipsrv?IIIF=/5d/bb/b6/c5/3b/41/42/2d/b2/46/12/92/ea/06/83/cd/a67c4f91-4c95-4d81-bfb2-d70ad6be375a.jp2/full/full/0/default.jpg
e6fcb007-8634-5aef-bf9e-f2be9fdb4311,NL-HaNA_4.VEL_0118A,4.VEL,,0118A,,,,https://service.archief.nl/iipsrv?IIIF=/4e/9a/15/81/28/8f/49/70/b7/7a/c8/d9/da/37/15/79/16bfbdcc-66f7-4037-aeae-e5e7b760585d.jp2/full/full/0/default.jpg
6a1fe905-3c6a-5957-9fa4-fe668cdbfe5a,NL-HaNA_4.VEL_0119,4.VEL,,119,,,,https://service.archief.nl/iipsrv?IIIF=/24/7e/7d/59/de/13/42/66/99/94/32/36/30/05/04/3c/83cfccfb-f8ea-49cc-a2fc-2468b661d667.jp2/full/full/0/default.jpg
31458b2c-1b68-58b2-8ed4-a293488930fd,NL-HaNA_4.VEL_0119A,4.VEL,,0119A,,,,https://service.archief.nl/iipsrv?IIIF=/ea/26/8e/0f/6e/88/42/ea/8a/4d/ad/5d/af/bc/76/b2/62e2332a-be2b-48d0-bd07-9d20f340716a.jp2/full/full/0/default.jpg
2414c2a8-bec4-59e7-9a51-6fc6ee949785,NL-HaNA_4.VEL_0120,4.VEL,,120,,,,https://service.archief.nl/iipsrv?IIIF=/f9/d2/77/e1/53/1f/40/80/b1/63/a9/2f/c0/74/a0/61/6b2cf242-0926-4135-af7d-94d90d629e77.jp2/full/full/0/default.jpg
b9013172-6842-5c91-b7c1-3b7804e545a6,NL-HaNA_4.VEL_0121,4.VEL,,121,,,,https://service.archief.nl/iipsrv?IIIF=/14/9d/70/56/17/fe/40/89/aa/75/e2/5b/46/be/ca/87/06b5cab8-6de1-4aa9-9d5d-999d23aabec4.jp2/full/full/0/default.jpg
2c0b6233-2efd-5166-a9a8-84264396c07c,NL-HaNA_4.VEL_0122,4.VEL,,122,,,,https://service.archief.nl/iipsrv?IIIF=/6f/0b/d2/d8/b0/5e/41/fa/81/2f/6b/fa/52/6d/c8/d3/c3640277-51a4-4b65-a169-010041ac27b1.jp2/full/full/0/default.jpg
fdff1f7f-b189-5c64-a8a6-5bc74a4602f1,NL-HaNA_4.VEL_0160,4.VEL,,160,,,,https://service.archief.nl/iipsrv?IIIF=/2c/ec/e5/af/d3/f7/4b/49/a3/bc/a6/2e/0e/2c/f0/35/a3610e57-4dc0-4f0b-9407-c9ab3e4db376.jp2/full/full/0/default.jpg
6ff03365-680a-53bb-9b02-ffff7374fc6c,NL-HaNA_4.VEL_0161,4.VEL,,161,,,,https://service.archief.nl/iipsrv?IIIF=/7b/fe/05/0d/25/98/46/71/ba/69/4a/b0/24/a3/7e/16/dc7bc95a-73aa-420d-bd01-b31fcd66c529.jp2/full/full/0/default.jpg
cbe8e9c6-5f41-58db-b10d-db66a0c049a1,NL-HaNA_4.VEL_0161A,4.VEL,,0161A,,,,https://service.archief.nl/iipsrv?IIIF=/3e/83/16/35/be/a6/45/a9/99/63/61/c1/93/12/b7/9a/b503eeb1-12d0-424d-b6eb-676843190935.jp2/full/full/0/default.jpg
6db00e9b-52a5-5b06-9392-685398f81f4e,NL-HaNA_4.VEL_0162,4.VEL,,162,,,,https://service.archief.nl/iipsrv?IIIF=/d6/43/74/b2/a4/03/49/1e/8a/53/87/ce/48/ec/7a/7f/4243598d-0b4f-4e08-b6f5-b42411026abd.jp2/full/full/0/default.jpg
e16d7605-c57e-5c81-8200-4ab3602e0cf8,NL-HaNA_4.VEL_0163,4.VEL,,163,,,,https://service.archief.nl/iipsrv?IIIF=/b2/ee/be/ad/22/d5/4f/ac/8c/bb/cc/92/8a/7b/07/91/97c323e4-eaf1-4010-a10c-152dd8a752cf.jp2/full/full/0/default.jpg
d091b0f7-df7a-5060-bb45-3316bb351164,NL-HaNA_4.VEL_0164,4.VEL,,164,,,,https://service.archief.nl/iipsrv?IIIF=/73/f5/62/3a/fc/72/47/ad/8b/2e/e4/74/e3/ef/9b/98/69a83033-24e4-4b87-bfa8-6f4a1e9fc4ba.jp2/full/full/0/default.jpg
d9959e65-948e-5532-bc39-c1d7d520cf1e,NL-HaNA_4.VEL_0165,4.VEL,,165,,,,https://service.archief.nl/iipsrv?IIIF=/b5/fd/4d/50/9c/eb/4f/61/a5/53/57/fc/3b/6c/71/7e/b9665ac6-7fe1-4243-b5ed-85d8096845de.jp2/full/full/0/default.jpg
7d4805b6-f5e1-5094-9d30-aec0e8a77134,NL-HaNA_4.VEL_0166,4.VEL,,166,,,,https://service.archief.nl/iipsrv?IIIF=/63/14/ff/7e/7b/54/4c/f2/a9/51/d0/14/c4/f0/be/d4/95e38a27-83a2-4b52-a2d6-af04fc3ae4d2.jp2/full/full/0/default.jpg
c9bc942a-0280-536f-8d45-f7549bd45e2a,NL-HaNA_4.VEL_0166A,4.VEL,,0166A,,,,https://service.archief.nl/iipsrv?IIIF=/c9/98/62/7c/fc/63/40/2d/92/0d/f9/49/1b/b1/6d/bd/b21ece32-bf38-4d34-a85b-adae01fabf99.jp2/full/full/0/default.jpg
f4904acf-78b3-59b3-aa0c-177bbecb7699,NL-HaNA_4.VEL_0167,4.VEL,,167,,,,https://service.archief.nl/iipsrv?IIIF=/5a/d9/2b/04/58/cf/4d/62/ad/ae/31/b8/07/e8/94/27/b2ebfb42-66a9-4063-baf6-a79127e6c71d.jp2/full/full/0/default.jpg
b40e06b0-c223-5118-96f4-b05221fd1ab9,NL-HaNA_4.VEL_0168,4.VEL,,168,,,,https://service.archief.nl/iipsrv?IIIF=/20/4e/85/90/ca/10/4a/30/bf/47/a5/0b/aa/14/9e/bc/bfeb9cc0-ace3-4fa2-9c12-feee2cc1c35b.jp2/full/full/0/default.jpg
cccf74eb-50ec-571e-9c79-73b702da44d4,NL-HaNA_4.VEL_0170,4.VEL,,170,,,,https://service.archief.nl/iipsrv?IIIF=/de/ad/4b/d2/88/8c/46/06/a6/6e/6c/31/83/20/78/88/3bb6618f-991b-4245-ab8b-0cac2466bd96.jp2/full/full/0/default.jpg
d421494d-b445-5a15-a065-5050447e6099,NL-HaNA_4.VEL_0171,4.VEL,,171,,,,https://service.archief.nl/iipsrv?IIIF=/88/03/61/c0/d7/5a/45/54/89/14/13/31/01/16/84/8d/1a5f5223-3973-42c8-a5fa-2ad053daa088.jp2/full/full/0/default.jpg
6f2e9cdc-c08c-5b25-aa1c-77a1e95ff087,NL-HaNA_4.VEL_0172,4.VEL,,172,,,,https://service.archief.nl/iipsrv?IIIF=/cc/b8/14/8d/75/9f/45/c3/a9/96/c9/91/74/46/5b/b3/92743f19-9af4-40c9-ae29-d1a2b0358f13.jp2/full/full/0/default.jpg
32ed5d92-b5ae-5a50-bfa0-7c74440e7297,NL-HaNA_4.VEL_0173,4.VEL,,173,,,,https://service.archief.nl/iipsrv?IIIF=/a6/80/c5/13/a4/fc/47/79/9d/8d/49/c8/3f/cf/9f/94/bcb1920b-ca7d-46cf-89da-c9eca7fb6af1.jp2/full/full/0/default.jpg
9af1439a-35a9-5eb7-a37d-5d47497485d3,NL-HaNA_4.VEL_0174,4.VEL,,174,,,,https://service.archief.nl/iipsrv?IIIF=/26/6b/47/ce/4e/ec/45/e9/ae/09/c7/bb/e9/71/9a/a1/e15cb7f1-bec4-4612-a4b1-df74ec5075bb.jp2/full/full/0/default.jpg
